tensor(0.0334, device='cuda:0', dtype=torch.float64) -0.17364502
tensor(0.2808, device='cuda:0', dtype=torch.float64) -0.3480835
tensor(0.2095, device='cuda:0', dtype=torch.float64) -0.50123596
tensor(0.4319, device='cuda:0', dtype=torch.float64) -0.30860138
tensor(0.0280, device='cuda:0', dtype=torch.float64) -0.1586113
tensor(0.0311, device='cuda:0', dtype=torch.float64) -0.23618317
tensor(0.0147, device='cuda:0', dtype=torch.float64) -0.81681824
tensor(0.0163, device='cuda:0', dtype=torch.float64) -1.2366333
tensor(0.0427, device='cuda:0', dtype=torch.float64) 0.015295982
tensor(0.7205, device='cuda:0', dtype=torch.float64) -0.2620964
tensor(0.4062, device='cuda:0', dtype=torch.float64) -0.12535095
tensor(0.3138, device='cuda:0', dtype=torch.float64) -0.042921066
tensor(0.3919, device='cuda:0', dtype=torch.float64) 0.010721207
tensor(0.2288, device='cuda:0', dtype=torch.float64) -0.089954376
tensor(0.0107, device='cuda:0', dtype=torch.float64) -0.17550659
tensor(0.0010, device='cuda:0', dtype=torch.float64) -0.23101044
tensor(0.0263, device='cuda:0', dtype=torch.float64) -0.19795227
tensor(0., device='cuda:0', dtype=torch.float64) -0.40181732
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.2774582
tensor(0.1048, device='cuda:0', dtype=torch.float64) -0.40542603
tensor(0.1356, device='cuda:0', dtype=torch.float64) -0.46769714
tensor(0.1815, device='cuda:0', dtype=torch.float64) -0.38143158
tensor(0.1665, device='cuda:0', dtype=torch.float64) -0.4249344
tensor(0.1638, device='cuda:0', dtype=torch.float64) -0.2848091
tensor(0.1850, device='cuda:0', dtype=torch.float64) -0.22841263
tensor(0.0180, device='cuda:0', dtype=torch.float64) -0.6940155
tensor(0.1415, device='cuda:0', dtype=torch.float64) -0.4059372
tensor(0.1785, device='cuda:0', dtype=torch.float64) -0.26670074
tensor(0.1677, device='cuda:0', dtype=torch.float64) -0.30603027
tensor(0.1785, device='cuda:0', dtype=torch.float64) -0.36254883
tensor(0.1813, device='cuda:0', dtype=torch.float64) -0.33372498
tensor(0.2081, device='cuda:0', dtype=torch.float64) -0.2432518
tensor(0.1893, device='cuda:0', dtype=torch.float64) -0.061912537
tensor(0.1834, device='cuda:0', dtype=torch.float64) -0.20639801
tensor(0.0350, device='cuda:0', dtype=torch.float64) -0.084804535
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.08412933
tensor(0.1125, device='cuda:0', dtype=torch.float64) 0.2093277
tensor(0.1750, device='cuda:0', dtype=torch.float64) 0.18050575
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.07459068
tensor(0.0341, device='cuda:0', dtype=torch.float64) -0.13969803
tensor(0.0620, device='cuda:0', dtype=torch.float64) -0.1547947
tensor(0.2859, device='cuda:0', dtype=torch.float64) -0.26091003
tensor(0.0962, device='cuda:0', dtype=torch.float64) -0.15810776
tensor(0.1031, device='cuda:0', dtype=torch.float64) -0.46697998
tensor(0.0572, device='cuda:0', dtype=torch.float64) -0.37931824
tensor(0.0190, device='cuda:0', dtype=torch.float64) -0.25964737
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.27404785
tensor(0.0209, device='cuda:0', dtype=torch.float64) -0.24733734
tensor(0.0124, device='cuda:0', dtype=torch.float64) -0.14524078
tensor(0.0186, device='cuda:0', dtype=torch.float64) -0.24558258
tensor(0.0880, device='cuda:0', dtype=torch.float64) -0.10743904
tensor(0.1109, device='cuda:0', dtype=torch.float64) -0.08651161
tensor(0.0216, device='cuda:0', dtype=torch.float64) -0.15761948
tensor(0.0198, device='cuda:0', dtype=torch.float64) -0.15014648
tensor(0.0406, device='cuda:0', dtype=torch.float64) -0.057603836
tensor(0.0344, device='cuda:0', dtype=torch.float64) -0.2642479
tensor(0.2165, device='cuda:0', dtype=torch.float64) -0.03504181
tensor(0.0031, device='cuda:0', dtype=torch.float64) -0.15432358
tensor(0.2915, device='cuda:0', dtype=torch.float64) 0.030521393
tensor(0.0838, device='cuda:0', dtype=torch.float64) -0.021242142
tensor(0.0956, device='cuda:0', dtype=torch.float64) -0.17359161
tensor(0.1066, device='cuda:0', dtype=torch.float64) -0.16242218
tensor(0.0016, device='cuda:0', dtype=torch.float64) -0.34249115
tensor(0.0023, device='cuda:0', dtype=torch.float64) -0.38091278
tensor(0.0021, device='cuda:0', dtype=torch.float64) -0.12007141
tensor(0.0046, device='cuda:0', dtype=torch.float64) -0.09584427
tensor(9.6207e-06, device='cuda:0', dtype=torch.float64) -0.12060547
tensor(0.0070, device='cuda:0', dtype=torch.float64) -0.3816223
tensor(0.0148, device='cuda:0', dtype=torch.float64) -0.3690033
tensor(0.0095, device='cuda:0', dtype=torch.float64) -0.17356873
tensor(0.0071, device='cuda:0', dtype=torch.float64) -0.16321182
tensor(0.0046, device='cuda:0', dtype=torch.float64) -0.23216248
tensor(0.0222, device='cuda:0', dtype=torch.float64) -0.29586792
tensor(0.0258, device='cuda:0', dtype=torch.float64) -0.14580536
tensor(0.0094, device='cuda:0', dtype=torch.float64) -0.046409607
tensor(0.1513, device='cuda:0', dtype=torch.float64) -0.16505432
tensor(0.0956, device='cuda:0', dtype=torch.float64) -0.19942474
tensor(0.0081, device='cuda:0', dtype=torch.float64) -0.46176147
tensor(0.0063, device='cuda:0', dtype=torch.float64) -0.60821533
tensor(0.0319, device='cuda:0', dtype=torch.float64) -0.41814423
tensor(0.1483, device='cuda:0', dtype=torch.float64) -0.37609863
tensor(0.1545, device='cuda:0', dtype=torch.float64) -0.4216156
tensor(0.0458, device='cuda:0', dtype=torch.float64) -0.20955276
tensor(0.6166, device='cuda:0', dtype=torch.float64) -0.3866577
tensor(0.0468, device='cuda:0', dtype=torch.float64) -0.25144196
tensor(0.0485, device='cuda:0', dtype=torch.float64) -0.30174255
tensor(0.0460, device='cuda:0', dtype=torch.float64) -0.29985046
tensor(0.0445, device='cuda:0', dtype=torch.float64) -0.38232422
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.26369095
tensor(0.1528, device='cuda:0', dtype=torch.float64) -0.26657867
tensor(0.1107, device='cuda:0', dtype=torch.float64) -0.0747962
tensor(0.1159, device='cuda:0', dtype=torch.float64) -0.11157513
tensor(0.1063, device='cuda:0', dtype=torch.float64) -0.06157255
tensor(0.0011, device='cuda:0', dtype=torch.float64) -0.2893753
tensor(0.0121, device='cuda:0', dtype=torch.float64) -0.4120102
tensor(0.1417, device='cuda:0', dtype=torch.float64) -0.28349304
tensor(0.0567, device='cuda:0', dtype=torch.float64) -0.29524994
tensor(0.0089, device='cuda:0', dtype=torch.float64) -0.41830444
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.5468445
tensor(0.0021, device='cuda:0', dtype=torch.float64) -0.20819473
tensor(0.0138, device='cuda:0', dtype=torch.float64) -0.16695404
tensor(0.0310, device='cuda:0', dtype=torch.float64) -0.10649872
tensor(0., device='cuda:0', dtype=torch.float64) -0.76542664
tensor(9.6207e-06, device='cuda:0', dtype=torch.float64) -0.59898376
tensor(0.5911, device='cuda:0', dtype=torch.float64) -0.17282867
tensor(0.6739, device='cuda:0', dtype=torch.float64) -0.2972641
tensor(0.6865, device='cuda:0', dtype=torch.float64) -0.3701477
tensor(0.6987, device='cuda:0', dtype=torch.float64) -0.4005661
tensor(0.3710, device='cuda:0', dtype=torch.float64) -0.5570755
tensor(0., device='cuda:0', dtype=torch.float64) -0.5818329
tensor(0.5677, device='cuda:0', dtype=torch.float64) -0.41627502
tensor(0.5550, device='cuda:0', dtype=torch.float64) -0.15520477
tensor(0.1130, device='cuda:0', dtype=torch.float64) -0.14632034
tensor(0., device='cuda:0', dtype=torch.float64) -0.7574005
tensor(0.0130, device='cuda:0', dtype=torch.float64) -0.4941864
tensor(0.0174, device='cuda:0', dtype=torch.float64) -0.49284363
tensor(0.6910, device='cuda:0', dtype=torch.float64) -0.80033875
tensor(0.0041, device='cuda:0', dtype=torch.float64) -0.7034149
tensor(0.0022, device='cuda:0', dtype=torch.float64) -0.4092102
tensor(0., device='cuda:0', dtype=torch.float64) -0.36679077
tensor(0.6624, device='cuda:0', dtype=torch.float64) -0.33524323
tensor(0.3433, device='cuda:0', dtype=torch.float64) -0.20911407
tensor(0.3840, device='cuda:0', dtype=torch.float64) -0.17625427
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.16609192
tensor(0.0701, device='cuda:0', dtype=torch.float64) -0.23047638
tensor(0.0612, device='cuda:0', dtype=torch.float64) 0.06320953
tensor(0.2691, device='cuda:0', dtype=torch.float64) -0.123046875
tensor(0.2512, device='cuda:0', dtype=torch.float64) -0.21777344
tensor(0.3972, device='cuda:0', dtype=torch.float64) -0.12194824
tensor(0.6923, device='cuda:0', dtype=torch.float64) -0.045692444
tensor(0.0683, device='cuda:0', dtype=torch.float64) -0.21812439
tensor(0.0708, device='cuda:0', dtype=torch.float64) -0.14714813
tensor(0.3698, device='cuda:0', dtype=torch.float64) -0.10456085
tensor(0.3709, device='cuda:0', dtype=torch.float64) -0.26067352
tensor(0.4037, device='cuda:0', dtype=torch.float64) -0.23278809
tensor(0.6667, device='cuda:0', dtype=torch.float64) -0.08518982
tensor(0.3854, device='cuda:0', dtype=torch.float64) 0.09921837
tensor(0.2350, device='cuda:0', dtype=torch.float64) -0.03710556
tensor(0.1233, device='cuda:0', dtype=torch.float64) -0.16386032
tensor(0.0100, device='cuda:0', dtype=torch.float64) -0.23490143
tensor(0.0021, device='cuda:0', dtype=torch.float64) -0.24273682
tensor(0., device='cuda:0', dtype=torch.float64) -0.30590057
tensor(0.1285, device='cuda:0', dtype=torch.float64) -0.37265778
tensor(0.1540, device='cuda:0', dtype=torch.float64) -0.16915894
tensor(0.0990, device='cuda:0', dtype=torch.float64) -0.24530792
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.049022675
tensor(0.0174, device='cuda:0', dtype=torch.float64) -0.20197678
tensor(0.0206, device='cuda:0', dtype=torch.float64) -0.23542404
tensor(0.0420, device='cuda:0', dtype=torch.float64) -0.33564758
tensor(0.0308, device='cuda:0', dtype=torch.float64) -0.12689209
tensor(0.0378, device='cuda:0', dtype=torch.float64) -0.24310303
tensor(0.0134, device='cuda:0', dtype=torch.float64) -0.23342133
tensor(0.0159, device='cuda:0', dtype=torch.float64) -0.24982452
tensor(0.0179, device='cuda:0', dtype=torch.float64) -0.3005371
tensor(0.0247, device='cuda:0', dtype=torch.float64) -0.105825424
tensor(0.0277, device='cuda:0', dtype=torch.float64) -0.14053345
tensor(0.0292, device='cuda:0', dtype=torch.float64) -0.25331497
tensor(0.0413, device='cuda:0', dtype=torch.float64) -0.22424698
tensor(0.0481, device='cuda:0', dtype=torch.float64) -0.27768707
tensor(0.0365, device='cuda:0', dtype=torch.float64) -0.18389511
tensor(0.0085, device='cuda:0', dtype=torch.float64) -0.23515701
tensor(0.0129, device='cuda:0', dtype=torch.float64) -0.21170044
tensor(0.0099, device='cuda:0', dtype=torch.float64) -0.26750946
tensor(0.3013, device='cuda:0', dtype=torch.float64) -0.31642532
tensor(0.2937, device='cuda:0', dtype=torch.float64) -0.25823212
tensor(0.3051, device='cuda:0', dtype=torch.float64) -0.30260086
tensor(0.0169, device='cuda:0', dtype=torch.float64) -0.18988037
tensor(0.0190, device='cuda:0', dtype=torch.float64) -0.23710632
tensor(0.0029, device='cuda:0', dtype=torch.float64) -0.2311554
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.19726562
tensor(0.0090, device='cuda:0', dtype=torch.float64) -0.19975662
tensor(8.6586e-05, device='cuda:0', dtype=torch.float64) -0.31240845
tensor(0.0014, device='cuda:0', dtype=torch.float64) -0.31840515
tensor(0.0095, device='cuda:0', dtype=torch.float64) -0.07047653
tensor(0.0064, device='cuda:0', dtype=torch.float64) -0.19519043
tensor(0.0024, device='cuda:0', dtype=torch.float64) -0.0049943924
tensor(0., device='cuda:0', dtype=torch.float64) -0.08148956
tensor(0., device='cuda:0', dtype=torch.float64) -0.08107376
tensor(0.0023, device='cuda:0', dtype=torch.float64) -0.25995636
tensor(9.6207e-06, device='cuda:0', dtype=torch.float64) -0.24431229
tensor(0., device='cuda:0', dtype=torch.float64) -0.21677017
tensor(0., device='cuda:0', dtype=torch.float64) -0.19444275
tensor(0.0069, device='cuda:0', dtype=torch.float64) 0.028083801
tensor(0.0205, device='cuda:0', dtype=torch.float64) -0.122909546
tensor(0.0165, device='cuda:0', dtype=torch.float64) -0.26483536
tensor(0.0299, device='cuda:0', dtype=torch.float64) -0.08230591
tensor(0.0287, device='cuda:0', dtype=torch.float64) -0.24058151
tensor(0.0376, device='cuda:0', dtype=torch.float64) -0.28166962
tensor(0.0113, device='cuda:0', dtype=torch.float64) -0.23898315
tensor(0.1707, device='cuda:0', dtype=torch.float64) -0.1952095
tensor(0.1839, device='cuda:0', dtype=torch.float64) -0.24650574
tensor(0.1957, device='cuda:0', dtype=torch.float64) -0.22082901
tensor(0.1920, device='cuda:0', dtype=torch.float64) -0.3934021
tensor(0.1836, device='cuda:0', dtype=torch.float64) -0.2687149
tensor(0.0764, device='cuda:0', dtype=torch.float64) -0.2590065
tensor(0.0947, device='cuda:0', dtype=torch.float64) -0.24456787
tensor(0.0946, device='cuda:0', dtype=torch.float64) -0.21921158
tensor(0.0989, device='cuda:0', dtype=torch.float64) -0.21282578
tensor(0.1039, device='cuda:0', dtype=torch.float64) -0.27308655
tensor(0.0849, device='cuda:0', dtype=torch.float64) -0.24053574
tensor(0.0042, device='cuda:0', dtype=torch.float64) -0.2831459
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.06627607
tensor(0.0064, device='cuda:0', dtype=torch.float64) -0.14878464
tensor(0.0043, device='cuda:0', dtype=torch.float64) -0.2764206
tensor(0.0025, device='cuda:0', dtype=torch.float64) -0.22640991
tensor(0.0143, device='cuda:0', dtype=torch.float64) -0.20998383
tensor(0.2292, device='cuda:0', dtype=torch.float64) -0.2738762
tensor(0.0086, device='cuda:0', dtype=torch.float64) -0.25017548
tensor(0.1980, device='cuda:0', dtype=torch.float64) -0.26255035
tensor(0.0563, device='cuda:0', dtype=torch.float64) -0.29786682
tensor(0.5820, device='cuda:0', dtype=torch.float64) -0.09605026
tensor(0.0584, device='cuda:0', dtype=torch.float64) -0.24849701
tensor(0.2997, device='cuda:0', dtype=torch.float64) -0.16940308
tensor(0.3006, device='cuda:0', dtype=torch.float64) -0.14658737
tensor(0.3729, device='cuda:0', dtype=torch.float64) -0.1664505
tensor(0.5220, device='cuda:0', dtype=torch.float64) -0.025489807
tensor(0.5209, device='cuda:0', dtype=torch.float64) -0.022022247
tensor(0.2423, device='cuda:0', dtype=torch.float64) -0.077545166
tensor(0.2422, device='cuda:0', dtype=torch.float64) 0.008934021
tensor(0.0132, device='cuda:0', dtype=torch.float64) -0.09226799
tensor(0.3474, device='cuda:0', dtype=torch.float64) -0.16775131
tensor(0.0422, device='cuda:0', dtype=torch.float64) -0.30316162
tensor(0.0103, device='cuda:0', dtype=torch.float64) -0.27218246
tensor(0.0651, device='cuda:0', dtype=torch.float64) -0.33716583
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.39284515
tensor(0.0662, device='cuda:0', dtype=torch.float64) -0.10338974
tensor(0.0633, device='cuda:0', dtype=torch.float64) -0.045597076
tensor(0.0606, device='cuda:0', dtype=torch.float64) -0.083185196
tensor(0.2158, device='cuda:0', dtype=torch.float64) -0.1195755
tensor(0.2093, device='cuda:0', dtype=torch.float64) -0.10461426
tensor(0.2129, device='cuda:0', dtype=torch.float64) -0.16470528
tensor(0.1460, device='cuda:0', dtype=torch.float64) -0.14544868
tensor(0.0150, device='cuda:0', dtype=torch.float64) -0.07293129
tensor(0.3728, device='cuda:0', dtype=torch.float64) -0.426857
tensor(0.2525, device='cuda:0', dtype=torch.float64) -0.47975922
tensor(0.6289, device='cuda:0', dtype=torch.float64) -0.55215454
tensor(0.2929, device='cuda:0', dtype=torch.float64) -0.44892883
tensor(0.2711, device='cuda:0', dtype=torch.float64) -0.58210754
tensor(0.3341, device='cuda:0', dtype=torch.float64) -0.10574341
tensor(0.0357, device='cuda:0', dtype=torch.float64) -0.23609924
tensor(0.2984, device='cuda:0', dtype=torch.float64) -0.046466827
tensor(0.2973, device='cuda:0', dtype=torch.float64) -0.20730972
tensor(0.3020, device='cuda:0', dtype=torch.float64) -0.3874054
tensor(0.0300, device='cuda:0', dtype=torch.float64) -0.16557312
tensor(0.0273, device='cuda:0', dtype=torch.float64) -0.27775574
tensor(0.0036, device='cuda:0', dtype=torch.float64) -0.16407013
tensor(0.0121, device='cuda:0', dtype=torch.float64) -0.29686737
tensor(0.0096, device='cuda:0', dtype=torch.float64) -0.22369766
tensor(0.6847, device='cuda:0', dtype=torch.float64) 0.023445606
tensor(0.0002, device='cuda:0', dtype=torch.float64) -0.17514038
tensor(0.0057, device='cuda:0', dtype=torch.float64) -0.2980194
tensor(0.0113, device='cuda:0', dtype=torch.float64) -0.21880722
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.28634644
tensor(0.0165, device='cuda:0', dtype=torch.float64) -0.16897202
tensor(0., device='cuda:0', dtype=torch.float64) -0.19142151
tensor(0.0001, device='cuda:0', dtype=torch.float64) -0.31541443
tensor(0.0074, device='cuda:0', dtype=torch.float64) -0.40924072
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.42021942
tensor(0.0064, device='cuda:0', dtype=torch.float64) -0.12080383
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.4284439
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.24290848
tensor(0.2417, device='cuda:0', dtype=torch.float64) -0.068621635
tensor(0.0456, device='cuda:0', dtype=torch.float64) -0.16396332
tensor(0.0510, device='cuda:0', dtype=torch.float64) -0.22534943
tensor(0.0017, device='cuda:0', dtype=torch.float64) -0.2502594
tensor(0.0066, device='cuda:0', dtype=torch.float64) -0.12682724
tensor(0.0164, device='cuda:0', dtype=torch.float64) -0.4655609
tensor(0.2946, device='cuda:0', dtype=torch.float64) -0.2450943
tensor(0.2942, device='cuda:0', dtype=torch.float64) -0.10903168
tensor(0.1934, device='cuda:0', dtype=torch.float64) -0.17770004
tensor(0.2101, device='cuda:0', dtype=torch.float64) -0.446167
tensor(0.1428, device='cuda:0', dtype=torch.float64) -0.2512741
tensor(0.1265, device='cuda:0', dtype=torch.float64) -0.17626572
tensor(0.0988, device='cuda:0', dtype=torch.float64) -0.2175026
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.6817627
tensor(0., device='cuda:0', dtype=torch.float64) -0.1390686
tensor(0.0224, device='cuda:0', dtype=torch.float64) -0.085905075
tensor(0.1334, device='cuda:0', dtype=torch.float64) -0.17760468
tensor(0.3012, device='cuda:0', dtype=torch.float64) -0.20572281
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.22423553
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.20382309
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.16918564
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.49780273
tensor(0.0556, device='cuda:0', dtype=torch.float64) -0.55989075
tensor(0.1934, device='cuda:0', dtype=torch.float64) -0.23548889
tensor(0.2637, device='cuda:0', dtype=torch.float64) -0.13609314
tensor(0.0113, device='cuda:0', dtype=torch.float64) -0.19339752
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.3581848
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.067661285
tensor(0.0462, device='cuda:0', dtype=torch.float64) -0.11444855
tensor(0.1833, device='cuda:0', dtype=torch.float64) -0.3459549
tensor(0.2330, device='cuda:0', dtype=torch.float64) -0.17401886
tensor(0.2579, device='cuda:0', dtype=torch.float64) -0.2025528
tensor(0.1732, device='cuda:0', dtype=torch.float64) -0.20606232
tensor(0.3119, device='cuda:0', dtype=torch.float64) -0.07687378
tensor(0.1545, device='cuda:0', dtype=torch.float64) -0.13695526
tensor(0.1167, device='cuda:0', dtype=torch.float64) -0.033432007
tensor(0.1989, device='cuda:0', dtype=torch.float64) -0.35491943
tensor(0.2079, device='cuda:0', dtype=torch.float64) -0.24744415
tensor(0., device='cuda:0', dtype=torch.float64) -0.16705322
tensor(0.0880, device='cuda:0', dtype=torch.float64) 0.085437775
tensor(0.1654, device='cuda:0', dtype=torch.float64) 0.19662476
tensor(0.1702, device='cuda:0', dtype=torch.float64) -0.13122559
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.22035217
tensor(0.0986, device='cuda:0', dtype=torch.float64) -0.5844574
tensor(0.1129, device='cuda:0', dtype=torch.float64) -0.6608429
tensor(0.1981, device='cuda:0', dtype=torch.float64) -0.44779205
tensor(0.0290, device='cuda:0', dtype=torch.float64) -0.14167404
tensor(0.0107, device='cuda:0', dtype=torch.float64) -0.2698593
tensor(0.0155, device='cuda:0', dtype=torch.float64) -0.13939667
tensor(0.0114, device='cuda:0', dtype=torch.float64) -0.1286583
tensor(0.0087, device='cuda:0', dtype=torch.float64) -0.33774567
tensor(0.0086, device='cuda:0', dtype=torch.float64) -0.21302795
tensor(0.0086, device='cuda:0', dtype=torch.float64) -0.32752228
tensor(0.0094, device='cuda:0', dtype=torch.float64) -0.361763
tensor(0.0069, device='cuda:0', dtype=torch.float64) -0.45253754
tensor(0.0089, device='cuda:0', dtype=torch.float64) -0.3611679
tensor(0.1558, device='cuda:0', dtype=torch.float64) -0.00041675568
tensor(0.1095, device='cuda:0', dtype=torch.float64) 0.079769135
tensor(0.0329, device='cuda:0', dtype=torch.float64) -0.03787613
tensor(0.0220, device='cuda:0', dtype=torch.float64) 0.07099533
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.08190918
tensor(0.0149, device='cuda:0', dtype=torch.float64) -0.11388016
tensor(0.1097, device='cuda:0', dtype=torch.float64) -0.12447357
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.5825958
tensor(0.0326, device='cuda:0', dtype=torch.float64) -0.48028564
tensor(0.0654, device='cuda:0', dtype=torch.float64) -0.18120193
tensor(0.0566, device='cuda:0', dtype=torch.float64) -0.53060913
tensor(0.0458, device='cuda:0', dtype=torch.float64) -0.32212067
tensor(0.0114, device='cuda:0', dtype=torch.float64) -0.18965912
tensor(0.0188, device='cuda:0', dtype=torch.float64) -0.16132736
tensor(0.1033, device='cuda:0', dtype=torch.float64) -0.23937607
tensor(0.1154, device='cuda:0', dtype=torch.float64) -0.3043213
tensor(0.0363, device='cuda:0', dtype=torch.float64) -0.11717224
tensor(0.0281, device='cuda:0', dtype=torch.float64) -0.12911415
tensor(0.0145, device='cuda:0', dtype=torch.float64) -0.32437134
tensor(0.0002, device='cuda:0', dtype=torch.float64) -0.27973557
tensor(0.0358, device='cuda:0', dtype=torch.float64) -0.15337753
tensor(0., device='cuda:0', dtype=torch.float64) -0.15365982
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.34316254
tensor(0., device='cuda:0', dtype=torch.float64) -0.22193909
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.08064461
tensor(0.0726, device='cuda:0', dtype=torch.float64) -0.26222992
tensor(0.0640, device='cuda:0', dtype=torch.float64) -0.3186264
tensor(0.0489, device='cuda:0', dtype=torch.float64) 0.032073975
tensor(0.0009, device='cuda:0', dtype=torch.float64) -0.101184845
tensor(0.0054, device='cuda:0', dtype=torch.float64) -0.23371887
tensor(0.2672, device='cuda:0', dtype=torch.float64) -0.1999588
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.12337494
tensor(0.3849, device='cuda:0', dtype=torch.float64) -0.08312988
tensor(0.3209, device='cuda:0', dtype=torch.float64) -0.039764404
tensor(0.1108, device='cuda:0', dtype=torch.float64) -0.20515442
tensor(0.1020, device='cuda:0', dtype=torch.float64) -0.39353943
tensor(0.6382, device='cuda:0', dtype=torch.float64) -0.31812286
tensor(0.1510, device='cuda:0', dtype=torch.float64) -0.36683655
tensor(0.1411, device='cuda:0', dtype=torch.float64) -0.13542938
tensor(0.3280, device='cuda:0', dtype=torch.float64) -0.21362305
tensor(0.1128, device='cuda:0', dtype=torch.float64) -0.11255646
tensor(0.0281, device='cuda:0', dtype=torch.float64) -0.11709213
tensor(0.0954, device='cuda:0', dtype=torch.float64) -0.29414368
tensor(0.3645, device='cuda:0', dtype=torch.float64) -0.12588501
tensor(0.0738, device='cuda:0', dtype=torch.float64) -0.1842804
tensor(0.3815, device='cuda:0', dtype=torch.float64) -0.11124802
tensor(0.0074, device='cuda:0', dtype=torch.float64) -0.16878891
tensor(0.3348, device='cuda:0', dtype=torch.float64) -0.08947182
tensor(0.3315, device='cuda:0', dtype=torch.float64) -0.22745514
tensor(0.3214, device='cuda:0', dtype=torch.float64) -0.74494934
tensor(0.0289, device='cuda:0', dtype=torch.float64) -0.286911
tensor(0.0804, device='cuda:0', dtype=torch.float64) -0.21928406
tensor(0.0607, device='cuda:0', dtype=torch.float64) -0.119457245
tensor(0., device='cuda:0', dtype=torch.float64) -0.24147034
tensor(0.7395, device='cuda:0', dtype=torch.float64) -0.42938232
tensor(0.0411, device='cuda:0', dtype=torch.float64) -0.5005951
tensor(0.2639, device='cuda:0', dtype=torch.float64) -0.709198
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.51989746
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.31741333
tensor(0., device='cuda:0', dtype=torch.float64) -0.772522
tensor(0.0145, device='cuda:0', dtype=torch.float64) -0.7626953
tensor(0.2833, device='cuda:0', dtype=torch.float64) -0.4668808
tensor(0.0034, device='cuda:0', dtype=torch.float64) -0.1080246
tensor(0.1500, device='cuda:0', dtype=torch.float64) 0.05613327
tensor(0.1384, device='cuda:0', dtype=torch.float64) -0.23197174
tensor(0.1329, device='cuda:0', dtype=torch.float64) -0.22657776
tensor(0., device='cuda:0', dtype=torch.float64) -0.36463928
tensor(0., device='cuda:0', dtype=torch.float64) -0.2906456
tensor(0.0070, device='cuda:0', dtype=torch.float64) -0.35346222
tensor(0.0058, device='cuda:0', dtype=torch.float64) -0.08558655
tensor(0.0089, device='cuda:0', dtype=torch.float64) -0.26438904
tensor(0.0119, device='cuda:0', dtype=torch.float64) -0.44753265
tensor(0.1949, device='cuda:0', dtype=torch.float64) -0.6318207
tensor(0.8927, device='cuda:0', dtype=torch.float64) -0.53956604
tensor(0.0508, device='cuda:0', dtype=torch.float64) -0.5287323
tensor(0.0499, device='cuda:0', dtype=torch.float64) -0.4621277
tensor(0.4591, device='cuda:0', dtype=torch.float64) -0.292099
tensor(0.1602, device='cuda:0', dtype=torch.float64) -0.4361267
tensor(0.0291, device='cuda:0', dtype=torch.float64) -0.24947357
tensor(0.0271, device='cuda:0', dtype=torch.float64) -0.2936554
tensor(0.0151, device='cuda:0', dtype=torch.float64) -0.050792694
tensor(0., device='cuda:0', dtype=torch.float64) -0.08304596
tensor(0.0798, device='cuda:0', dtype=torch.float64) -0.2364502
tensor(0.3234, device='cuda:0', dtype=torch.float64) -0.17345047
tensor(0.3003, device='cuda:0', dtype=torch.float64) -0.25195694
tensor(0.2859, device='cuda:0', dtype=torch.float64) -0.2537079
tensor(0.0257, device='cuda:0', dtype=torch.float64) -0.33306122
tensor(0.0763, device='cuda:0', dtype=torch.float64) -0.5652771
tensor(0.0059, device='cuda:0', dtype=torch.float64) -1.3453674
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.08527088
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.5154724
tensor(0.0162, device='cuda:0', dtype=torch.float64) -2.3190613
tensor(0.0164, device='cuda:0', dtype=torch.float64) -0.09817886
tensor(0.0293, device='cuda:0', dtype=torch.float64) -0.23534012
tensor(0.0122, device='cuda:0', dtype=torch.float64) -1.0905609
tensor(0.0435, device='cuda:0', dtype=torch.float64) -0.0987587
